ID;Domaine;Mode;Portée du lien;Discordance du support;Réponse affichée;Réponse historique du support;Documentation Microsoft;Question source
T5-Q6;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;Log Analytic Worksapce / NSG1;Log Analytic Worksapce / NSG1;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"You have an Azure virtual network named VNet1 that connects to your on-premises network by using a site-to-site VPN. VNet1 contains one

subnet named

Sunet1.

Subnet1 is associated to a network security group (NSG) named NSG1. Subnet1 contains a basic internal load balancer named ILB1. ILB1 has

three Azure virtual machines in the backend pool.

You need to collect data about the IP addresses that connects to ILB1. You must be able to run interactive queries from the Azure portal against

the collected data.

What should you do? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T5-Q7;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;VNet3 and VNet4 only;VNet3 and VNet4 only;https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview;"You have the Azure virtual networks shown in the following table.

To which virtual networks can you establish a peering connection from VNet1?"
T5-Q8;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;"Deploy a standard load balancer
Add two load balancing rules that have HA Ports and Floating IP enabled
Add a frontend IP configuration, two backend pools, and a health probe";"Deploy a standard load balancer
Add two load balancing rules that have HA Ports and Floating IP enabled
Add a frontend IP configuration, two backend pools, and a health probe";https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-custom-probe-overview;"You have an Azure subscription that contains a virtual network named VNet1. VNet1 contains four subnets named Gateway, Perimeter, NVA, and

Production.

The NVA subnet contains two network virtual appliances (NVAs) that will perform network traffic inspection between the Perimeter subnet and the

Production subnet.

You need to implement an Azure load balancer for the NVAs. The solution must meet the following requirements:

✑ The NVAs must run in an active-active configuration that uses automatic failover.
✑ The load balancer must load balance traffic to two services on the Production subnet. The services have different IP addresses.
Which three actions should you perform? Each correct answer presents part of the solution.

NOTE: Each correct selection is worth one point."
T5-Q9;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;. Download and re-install the VPN client configuration package on Client1.;. Download and re-install the VPN client configuration package on Client1.;https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview;"You have an Azure subscription named Subscription1 that contains two Azure virtual networks named VNet1 and VNet2. VNet1 contains a VPN

gateway named

VPNGW1 that uses static routing. There is a site-to-site VPN connection between your on-premises network and VNet1.

On a computer named Client1 that runs Windows 10, you configure a point-to-site VPN connection to VNet1.

You configure virtual network peering between VNet1 and VNet2. You verify that you can connect to VNet2 from the on-premises network. Client1

is unable to connect to VNet2.

You need to ensure that you can connect Client1 to VNet2.

What should you do?"
T5-Q10;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;yes / yes / no;yes / yes / no;https://learn.microsoft.com/en-us/azure/dns/dns-domain-delegation;"You have an Azure subscription. The subscription contains virtual machines that run Windows Server 2016 and are configured as shown in the

following table.

You create a public Azure DNS zone named adatum.com and a private Azure DNS zone named contoso.com.

You create a virtual network link for contoso.com as shown in the following exhibit.

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T5-Q11;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;the subnets on VNet3 only;the subnets on VNet3 only;https://learn.microsoft.com/en-us/azure/role-based-access-control/role-assignments-portal;"You have an Azure subscription that contains the resources in the following table.

To which subnets can you apply NSG1?"
T5-Q12;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;"REMOVE PEERING BETWEEN VNET1AND VNET2 / ADD NEW address RANGE / recreate T
HE PEERING BETWEEN VNET1 AND VNET2";"REMOVE PEERING BETWEEN VNET1AND VNET2 / ADD NEW address RANGE / recreate T
HE PEERING BETWEEN VNET1 AND VNET2";https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview;"You have an Azure subscription that contains two virtual networks named VNet1 and VNet2. Virtual machines connect to the virtual networks.

The virtual networks have the address spaces and the subnets configured as shown in the following table.

You need to add the address space of 10.33.0.0/16 to VNet1. The solution must ensure that the hosts on VNet1 and VNet2 can communicate.

Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and

arrange them in the correct order."
T5-Q13;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;YES / YES / NO;YES / YES / NO;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have an Azure subscription that contains the resource groups shown in the following table.

RG1 contains the resources shown in the following table.

VM1 is running and connects to NIC1 and Disk1. NIC1 connects to VNET1.

RG2 contains a public IP address named IP2 that is in the East US location. IP2 is not assigned to a virtual machine.

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T5-Q14;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;Connect webapp1 to VNET1;Connect webapp1 to VNET1;https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration;"You have an Azure web app named webapp1.

You have a virtual network named VNET1 and an Azure virtual machine named VM1 that hosts a MySQL database. VM1 connects to VNET1.

You need to ensure that webapp1 can access the data hosted on VM1.

What should you do?"
T5-Q15;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Start VM1.;Start VM1.;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You create an Azure VM named VM1 that runs Windows Server 2019.

VM1 is configured as shown in the exhibit. (Click the Exhibit tab.)

You need to enable Desired State Configuration for VM1.

What should you do first?"
T5-Q16;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;Session persistence = Client IP;Session persistence = Client IP;https://learn.microsoft.com/en-us/azure/load-balancer/distribution-mode-concepts;LB1 équilibre un site en HTTP et HTTPS sur plusieurs VM. Pour qu’une même adresse IP cliente soit dirigée vers la même VM pour les deux ports, quel paramètre de règle de distribution configurer ?
T5-Q17;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO;NO;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure subscription that contains the following resources:

✑ A virtual network that has a subnet named Subnet1
✑ Two network security groups (NSGs) named NSG-VM1 and NSG-Subnet1
✑ A virtual machine named VM1 that has the required Windows Server configurations to allow Remote Desktop connections
NSG-Subnet1 has the default inbound security rules only.

NSG-VM1 has the default inbound security rules and the following custom inbound security rule:

✑ Priority: 100
✑ Source: Any
✑ Source port range: *
✑ Destination: *
✑ Destination port range: 3389
✑ Protocol: UDP
✑ Action: Allow
VM1 has a public IP address and is connected to Subnet1. NSG-VM1 is associated to the network interface of VM1. NSG-Subnet1 is associated to

Subnet1.

You need to be able to establish Remote Desktop connections from the internet to VM1.

Solution: You add an inbound security rule to NSG-Subnet1 that allows connections from the Any source to the *destination for port range 3389

and uses the TCP protocol. You remove NSG-VM1 from the network interface of VM1.

Does this meet the goal?"
T5-Q18;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;YES;YES;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure subscription that contains the following resources:

✑ A virtual network that has a subnet named Subnet1
✑ Two network security groups (NSGs) named NSG-VM1 and NSG-Subnet1
✑ A virtual machine named VM1 that has the required Windows Server configurations to allow Remote Desktop connections
NSG-Subnet1 has the default inbound security rules only.

NSG-VM1 has the default inbound security rules and the following custom inbound security rule:

✑ Priority: 100
✑ Source: Any
✑ Source port range: *
✑ Destination: *
✑ Destination port range: 3389

Protocol: UDP -

✑ Action: Allow
VM1 has a public IP address and is connected to Subnet1. NSG-VM1 is associated to the network interface of VM1. NSG-Subnet1 is associated to

Subnet1.

You need to be able to establish Remote Desktop connections from the internet to VM1.

Solution: You add an inbound security rule to NSG-Subnet1 that allows connections from the internet source to the VirtualNetwork destination for

port range 3389 and uses the UDP protocol.

Does this meet the goal?"
T5-Q19;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;YES;YES;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure subscription that contains the following resources:

✑ A virtual network that has a subnet named Subnet1
✑ Two network security groups (NSGs) named NSG-VM1 and NSG-Subnet1
✑ A virtual machine named VM1 that has the required Windows Server configurations to allow Remote Desktop connections
NSG-Subnet1 has the default inbound security rules only.

NSG-VM1 has the default inbound security rules and the following custom inbound security rule:

✑ Priority: 100
✑ Source: Any
✑ Source port range: *
✑ Destination: *
✑ Destination port range: 3389
✑ Protocol: UDP
✑ Action: Allow
VM1 has a public IP address and is connected to Subnet1. NSG-VM1 is associated to the network interface of VM1. NSG-Subnet1 is associated to

Subnet1.

You need to be able to establish Remote Desktop connections from the internet to VM1.

Solution: You add an inbound security rule to NSG-Subnet1 and NSG-VM1 that allows connections from the internet source to the VirtualNetwork

destination for port range 3389 and uses the TCP protocol.

Does this meet the goal?"
T5-Q20;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;ADD AN ADDRESS SPACE / ADD AN NIC;ADD AN ADDRESS SPACE / ADD AN NIC;https://learn.microsoft.com/en-us/azure/virtual-network/update-virtual-network-peering-address-space | https://learn.microsoft.com/fr-fr/azure/virtual-network/ip-services/virtual-networks-static-private-ip;"You have a virtual network named VNet1 that has the configuration shown in the following exhibit.

Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic.

NOTE: Each correct selection is worth one point."
T5-Q21;Implémenter et gérer les réseaux virtuels;Exercice avec correction comparée aux sources;scenario;Non;1;1;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"You have an Azure subscription that contains a virtual network named VNET1. VNET1 contains the subnets shown in the following table.

Each virtual machine uses a static IP address.

You need to create network security groups (NSGs) to meet following requirements:

✑ Allow web requests from the internet to VM3, VM4, VM5, and VM6.
✑ Allow all connections between VM1 and VM2.
✑ Allow Remote Desktop connections to VM1.
✑ Prevent all other network traffic to VNET1.
What is the minimum number of NSGs you should create?"
T5-Q22;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Remove Microsoft.Compute/virtualMachines from the policy;Remove Microsoft.Compute/virtualMachines from the policy;https://learn.microsoft.com/en-us/azure/governance/policy/concepts/compliance-states;"You have an Azure subscription that contains the resources shown in the following table.

The Not allowed resource types Azure policy that has policy enforcement enabled is assigned to RG1 and uses the following parameters:

Microsoft.Network/virtualNetworks

Microsoft.Compute/virtualMachines

In RG1, you need to create a new virtual machine named VM2, and then connect VM2 to VNET1.

What should you do first?"
T5-Q23;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;Azure PowerShell;Azure PowerShell;https://learn.microsoft.com/en-us/azure/dns/dns-domain-delegation;"Your company has an Azure subscription named Subscription1.

The company also has two on-premises servers named Server1 and Server2 that run Windows Server 2016. Server1 is configured as a DNS server

that has a primary DNS zone named adatum.com. Adatum.com contains 1,000 DNS records.

You manage Server1 and Subscription1 from Server2. Server2 has the following tools installed:

✑ The DNS Manager console
✑ Azure PowerShell
✑ Azure CLI 2.0
You need to move the adatum.com zone to an Azure DNS zone in Subscription1. The solution must minimize administrative effort.

What should you use?"
T5-Q24;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;an inbound NAT rule;an inbound NAT rule;https://learn.microsoft.com/en-us/azure/load-balancer/inbound-nat-rules;"You have a public load balancer that balances ports 80 and 443 across three virtual machines named VM1, VM2, and VM3.

You need to direct all the Remote Desktop Protocol (RDP) connections to VM3 only.

What should you configure?"
T5-Q25;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;YES / NO / NO;YES / NO / NO;https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-custom-probe-overview;"You have an Azure subscription named Subscription1 that contains the virtual networks in the following table.

Subscription1 contains the virtual machines in the following table.

In Subscription1, you create a load balancer that has the following configurations:

✑ Name: LB1
✑ SKU: Basic
✑ Type: Internal
✑ Subnet: Subnet12
✑ Virtual network: VNET1
For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T5-Q26;Implémenter et gérer les réseaux virtuels;Exercice avec correction comparée aux sources;scenario;Non;Zone permettant l’enregistrement automatique d’une VM dans un VNet lié : Private DNS zone;Zone permettant l’enregistrement automatique d’une VM dans un VNet lié : Private DNS zone;https://learn.microsoft.com/en-us/azure/dns/private-dns-autoregistration;Quel type de zone DNS Azure peut enregistrer automatiquement les adresses privées des VM d’un VNet lié ?
T5-Q27;Implémenter et gérer les réseaux virtuels;Exercice avec correction comparée aux sources;scenario;Non;Étape 1 : Create GatewaySubnet · Étape 2 : Create VPN gateway · Étape 3 : Create local network gateway · Étape 4 : Create VPN connection;Étape 1 : Create GatewaySubnet · Étape 2 : Create VPN gateway · Étape 3 : Create local network gateway · Étape 4 : Create VPN connection;https://learn.microsoft.com/en-us/azure/vpn-gateway/tutorial-site-to-site-portal;Classez quatre étapes pour établir un VPN site à site : sous-réseau de passerelle, passerelle Azure, passerelle réseau locale, connexion.
T5-Q28;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;Associate the NSG to Subnet1.;Associate the NSG to Subnet1.;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"You have an Azure subscription that contains the resources in the following table.

VM1 and VM2 are deployed from the same template and host line-of-business applications.

You configure the network security group (NSG) shown in the exhibit. (Click the Exhibit tab.)

You need to prevent users of VM1 and VM2 from accessing websites on the Internet over TCP port 80.

What should you do?"
T5-Q29;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Provision virtual network gateway;Provision virtual network gateway;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have two subscriptions named Subscription1 and Subscription2. Each subscription is associated to a different Azure AD tenant.

Subscription1 contains a virtual network named VNet1. VNet1 contains an Azure virtual machine named VM1 and has an IP address space of

10.0.0.0/16.

Subscription2 contains a virtual network named VNet2. VNet2 contains an Azure virtual machine named VM2 and has an IP address space of

10.10.0.0/24.

You need to connect VNet1 to VNet2.

What should you do first?"
T5-Q30;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Availability options / Use managed disks;Availability options / Use managed disks;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You plan to create an Azure virtual machine named VM1 that will be configured as shown in the following exhibit.

The planned disk configurations for VM1 are shown in the following exhibit.

You need to ensure that VM1 can be created in an Availability Zone.

Which two settings should you modify? Each correct answer presents part of the solution.

NOTE: Each correct selection is worth one point."
T5-Q31;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;RG1 , RG2 & RG 3 ONLY / WEST US ONLY;RG1 , RG2 & RG 3 ONLY / WEST US ONLY;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have an Azure subscription that contains the resources shown in the following table.

VMSS1 is set to VM (virtual machines) orchestration mode.

You need to deploy a new Azure virtual machine named VM1, and then add VM1 to VMSS1.

Which resource group and location should you use to deploy VM1? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T5-Q32;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;VNET2 AND VNET 3 ONLY / VNET 1 ONLY;VNET2 AND VNET 3 ONLY / VNET 1 ONLY;https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview;"You have an Azure subscription that contains three virtual networks named VNET1, VNET2, and VNET3.

Peering for VNET1 is configured as shown in the following exhibit.

Peering for VNET2 is configured as shown in the following exhibit.

Peering for VNET3 is configured as shown in the following exhibit.

How can packets be routed between the virtual networks? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T5-Q33;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO;NO;https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-vpngateways;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have a computer named Computer1 that has a point-to-site VPN connection to an Azure virtual network named VNet1. The point-to-site

connection uses a self-signed certificate.

From Azure, you download and install the VPN client configuration package on a computer named Computer2.

You need to ensure that you can establish a point-to-site VPN connection to VNet1 from Computer2.

Solution: You modify the Azure Active Directory (Azure AD) authentication policies.

Does this meet the goal?"
T5-Q34;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO;NO;https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-vpngateways;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have a computer named Computer1 that has a point-to-site VPN connection to an Azure virtual network named VNet1. The point-to-site

connection uses a self-signed certificate.

From Azure, you download and install the VPN client configuration package on a computer named Computer2.

You need to ensure that you can establish a point-to-site VPN connection to VNet1 from Computer2.

Solution: You join Computer2 to Azure Active Directory (Azure AD).

Does this meet the goal?"
T5-Q35;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO;NO;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure subscription that contains 10 virtual networks. The virtual networks are hosted in separate resource groups.

Another administrator plans to create several network security groups (NSGs) in the subscription.

You need to ensure that when an NSG is created, it automatically blocks TCP port 8080 between the virtual networks.

Solution: You create a resource lock, and then you assign the lock to the subscription.

Does this meet the goal?"
T5-Q36;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Start Vm1;Start Vm1;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have an Azure subscription named Subscription1. Subscription1 contains a virtual machine named VM1.

You have a computer named Computer1 that runs Windows 10. Computer1 is connected to the Internet.

You add a network interface named vm1173 to VM1 as shown in the exhibit. (Click the Exhibit tab.)

From Computer1, you attempt to connect to VM1 by using Remote Desktop, but the connection fails.

You need to establish a Remote Desktop connection to VM1.

What should you do first?"
T5-Q37;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Configure peering between VNET1, VNET2, and VNET3;Configure peering between VNET1, VNET2, and VNET3;https://learn.microsoft.com/en-us/azure/dns/dns-domain-delegation;"You have the Azure virtual machines shown in the following table.

A DNS service is installed on VM1.

You configure the DNS servers settings for each virtual network as shown in the following exhibit.

You need to ensure that all the virtual machines can resolve DNS names by using the DNS service on VM1.

What should you do?"
T5-Q38;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO / YES / YES;NO / YES / YES;https://learn.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview;"You have an Azure subscription that contains the Azure virtual machines shown in the following table.

You add inbound security rules to a network security group (NSG) named NSG1 as shown in the following table.

You run Azure Network Watcher as shown in the following exhibit.

You run Network Watcher again as shown in the following exhibit.

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T5-Q39;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;Create a deny rule in a network security group (NSG) that is linked to Subnet1;Create a deny rule in a network security group (NSG) that is linked to Subnet1;https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-vpngateways;"You have the Azure virtual network named VNet1 that contains a subnet named Subnet1. Subnet1 contains three Azure virtual machines. Each

virtual machine has a public IP address.

The virtual machines host several applications that are accessible over port 443 to users on the Internet.

Your on-premises network has a site-to-site VPN connection to VNet1.

You discover that the virtual machines can be accessed by using the Remote Desktop Protocol (RDP) from the Internet and from the on-premises

network.

You need to prevent RDP access to the virtual machines from the Internet, unless the RDP connection is established from the on-premises

network. The solution must ensure that all the applications can still be accessed by the Internet users.

What should you do?"
T5-Q40;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;Associate NIC1 to ASG1;Associate NIC1 to ASG1;https://learn.microsoft.com/en-us/azure/virtual-network/application-security-groups;"You have an Azure subscription that contains the resources in the following table.

Subnet1 is associated to VNet1. NIC1 attaches VM1 to Subnet1.

You need to apply ASG1 to VM1.

What should you do?"
T5-Q41;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;"Create a VPN gateway that uses the VpnGw1 SKU
Create a local site VPN gateway
Create a connection";"Create a VPN gateway that uses the VpnGw1 SKU
Create a local site VPN gateway
Create a connection";https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-vpngateways;"You have an Azure subscription named Subscription1 that contains an Azure virtual network named VNet1. VNet1 connects to your on-premises

network by using

Azure ExpressRoute.

You plan to prepare the environment for automatic failover in case of ExpressRoute failure.

You need to connect VNet1 to the on-premises network by using a site-to-site VPN. The solution must minimize cost.

Which three actions should you perform? Each correct answer presents part of the solution.

NOTE: Each correct selection is worth one point."
T5-Q42;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;VNET6 Only / Delete Peerig1;VNET6 Only / Delete Peerig1;https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview;"You have peering configured as shown in the following exhibit.

Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic.

NOTE: Each correct selection is worth one point."
T5-Q43;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;YES / YES / NO;YES / YES / NO;https://learn.microsoft.com/en-us/azure/role-based-access-control/role-assignments-portal;"You have an Azure subscription that contains the resources in the following table.

You install the Web Server server role (IIS) on VM1 and VM2, and then add VM1 and VM2 to LB1.

LB1 is configured as shown in the LB1 exhibit. (Click the LB1 tab.)

Rule1 is configured as shown in the Rule1 exhibit. (Click the Rule1 tab.)

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T5-Q44;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;Remove Public IP from VM / Create and Configure NSG;Remove Public IP from VM / Create and Configure NSG;https://learn.microsoft.com/en-us/azure/virtual-machines/availability-set-overview;"You have an Azure virtual machine named VM1 that connects to a virtual network named VNet1. VM1 has the following configurations:

✑ Subnet: 10.0.0.0/24
✑ Availability set: AVSet
✑ Network security group (NSG): None
✑ Private IP address: 10.0.0.4 (dynamic)
✑ Public IP address: 40.90.219.6 (dynamic)
You deploy a standard, Internet-facing load balancer named slb1.

You need to configure slb1 to allow connectivity to VM1.

Which changes should you apply to VM1 as you configure slb1? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T5-Q45;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;EastUS only;EastUS only;https://learn.microsoft.com/en-us/entra/identity/role-based-access-control/permissions-reference;"You have an Azure subscription that contains the resources shown in the following table.

You need to create a network interface named NIC1.

In which location can you create NIC1?"
T5-Q46;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;Configure the name servers for adatum.com at the domain registrar;Configure the name servers for adatum.com at the domain registrar;https://learn.microsoft.com/en-us/azure/dns/dns-delegate-domain-azure-dns;"You have Azure virtual machines that run Windows Server 2019 and are configured as shown in the following table.

You create a public Azure DNS zone named adatum.com and a private Azure DNS zone named contoso.com.

For controso.com, you create a virtual network link named link1 as shown in the exhibit. (Click the Exhibit tab.)

You discover that VM1 can resolve names in contoso.com but cannot resolve names in adatum.com. VM1 can resolve other hosts on the Internet.

You need to ensure that VM1 can resolve host names in adatum.com.

What should you do?"
T5-Q47;Déployer et gérer les ressources de calcul Azure;Exercice avec correction comparée aux sources;scenario;Non;Identifier la règle NSG qui bloque un paquet : IP flow verify · Tester la connectivité sortante vers un hôte externe : Connection troubleshoot;Identifier la règle NSG qui bloque un paquet : IP flow verify · Tester la connectivité sortante vers un hôte externe : Connection troubleshoot;https://learn.microsoft.com/en-us/azure/network-watcher/ip-flow-verify-overview | https://learn.microsoft.com/en-us/azure/network-watcher/connection-monitor-overview;"You plan to use Azure Network Watcher to perform the following tasks:

✑ Task1: Identify a security rule that prevents a network packet from reaching an Azure virtual machine.
✑ Task2: Validate outbound connectivity from an Azure virtual machine to an external host.
Which feature should you use for each task? To answer, select the appropriate options in the answer area.

NOTE: Each correct selection is worth one point."
T5-Q48;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;YES / NO / YES;YES / NO / YES;https://learn.microsoft.com/en-us/azure/dns/dns-domain-delegation;"You have an Azure subscription that contains the Azure virtual machines shown in the following table.

You configure the network interfaces of the virtual machines to use the settings shown in the following table.

From the settings of VNET1 you configure the DNS servers shown in the following exhibit.

The virtual machines can successfully connect to the DNS server that has an IP address of 192.168.10.15 and the DNS server that has an IP

address of

193.77.134.10.

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T5-Q49;Gérer les identités et la gouvernance Azure;Exercice avec correction comparée aux sources;scenario;Non;IP2 uniquement;IP2 uniquement;https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/lock-resources | https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-resource-group-and-subscription;RG1 contient storage2 (verrou CanNotDelete), VNET2 (verrou ReadOnly) et IP2 (aucun verrou). RG2 porte un verrou CanNotDelete. Quelle ressource de RG1 peut être déplacée vers RG2 sans retirer de verrou ?
T5-Q50;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO;NO;https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-custom-probe-overview;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure subscription that contains the virtual machines shown in the following table.

You deploy a load balancer that has the following configurations:

✑ Name: LB1
✑ Type: Internal
✑ SKU: Standard
✑ Virtual network: VNET1
You need to ensure that you can add VM1 and VM2 to the backend pool of LB1.

Solution: You create a Basic SKU public IP address, associate the address to the network interface of VM1, and then start VM1.

Does this meet the goal?"
T5-Q51;Implémenter et gérer les réseaux virtuels;Fiche question/réponse du support;theme;Non;NO;NO;https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-custom-probe-overview;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure subscription that contains the virtual machines shown in the following table.

You deploy a load balancer that has the following configurations:

✑ Name: LB1
✑ Type: Internal
✑ SKU: Standard
✑ Virtual network: VNET1
You need to ensure that you can add VM1 and VM2 to the backend pool of LB1.

Solution: You create a Standard SKU public IP address, associate the address to the network interface of VM1, and then stop VM2.

Does this meet the goal?"
